Idx,Date,Hist,Pred,Text
A._R._Rahman,2016/07/21,"[7624, 7464, 7234, 7200, 7866, 7675, 9819, 7822, 8668, 9486, 11865, 11089, 10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993]","[23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/07/22,"[7464, 7234, 7200, 7866, 7675, 9819, 7822, 8668, 9486, 11865, 11089, 10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802]","[25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/07/23,"[7234, 7200, 7866, 7675, 9819, 7822, 8668, 9486, 11865, 11089, 10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396]","[31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/07/24,"[7200, 7866, 7675, 9819, 7822, 8668, 9486, 11865, 11089, 10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795]","[17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/07/25,"[7866, 7675, 9819, 7822, 8668, 9486, 11865, 11089, 10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554]","[14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/07/26,"[7675, 9819, 7822, 8668, 9486, 11865, 11089, 10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964]","[16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/07/27,"[9819, 7822, 8668, 9486, 11865, 11089, 10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299]","[22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/07/28,"[7822, 8668, 9486, 11865, 11089, 10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255]","[22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795, 23030]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/07/29,"[8668, 9486, 11865, 11089, 10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223]","[17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795, 23030, 33768]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/07/30,"[9486, 11865, 11089, 10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211]","[13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795, 23030, 33768, 13063]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/07/31,"[11865, 11089, 10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281]","[12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795, 23030, 33768, 13063, 10988]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/01,"[11089, 10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824]","[14627, 11179, 10121, 14903, 30731, 13114, 15795, 23030, 33768, 13063, 10988, 15400]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/02,"[10246, 9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627]","[11179, 10121, 14903, 30731, 13114, 15795, 23030, 33768, 13063, 10988, 15400, 10494]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/03,"[9458, 9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179]","[10121, 14903, 30731, 13114, 15795, 23030, 33768, 13063, 10988, 15400, 10494, 11364]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/04,"[9679, 10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121]","[14903, 30731, 13114, 15795, 23030, 33768, 13063, 10988, 15400, 10494, 11364, 12967]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/05,"[10674, 11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903]","[30731, 13114, 15795, 23030, 33768, 13063, 10988, 15400, 10494, 11364, 12967, 13982]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/06,"[11306, 16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731]","[13114, 15795, 23030, 33768, 13063, 10988, 15400, 10494, 11364, 12967, 13982, 11032]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/07,"[16047, 9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114]","[15795, 23030, 33768, 13063, 10988, 15400, 10494, 11364, 12967, 13982, 11032, 9992]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/08,"[9057, 18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795]","[23030, 33768, 13063, 10988, 15400, 10494, 11364, 12967, 13982, 11032, 9992, 8910]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/09,"[18834, 11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795, 23030]","[33768, 13063, 10988, 15400, 10494, 11364, 12967, 13982, 11032, 9992, 8910, 9261]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/10,"[11304, 8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795, 23030, 33768]","[13063, 10988, 15400, 10494, 11364, 12967, 13982, 11032, 9992, 8910, 9261, 10008]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/11,"[8997, 13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795, 23030, 33768, 13063]","[10988, 15400, 10494, 11364, 12967, 13982, 11032, 9992, 8910, 9261, 10008, 8849]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/12,"[13792, 9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795, 23030, 33768, 13063, 10988]","[15400, 10494, 11364, 12967, 13982, 11032, 9992, 8910, 9261, 10008, 8849, 8883]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/13,"[9932, 8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795, 23030, 33768, 13063, 10988, 15400]","[10494, 11364, 12967, 13982, 11032, 9992, 8910, 9261, 10008, 8849, 8883, 8795]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/14,"[8111, 8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795, 23030, 33768, 13063, 10988, 15400, 10494]","[11364, 12967, 13982, 11032, 9992, 8910, 9261, 10008, 8849, 8883, 8795, 8789]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2016/08/15,"[8282, 13350, 13940, 11202, 11442, 11558, 17762, 35475, 42778, 99014, 104705, 64710, 54131, 51886, 36164, 13265, 8199, 8935, 7986, 8444, 9440, 11660, 10588, 11728, 11978, 9867, 9427, 10120, 11679, 10635, 15089, 118583, 51276, 33164, 26993, 23802, 25396, 31795, 17554, 14964, 16299, 22255, 22223, 17211, 13281, 12824, 14627, 11179, 10121, 14903, 30731, 13114, 15795, 23030, 33768, 13063, 10988, 15400, 10494, 11364]","[12967, 13982, 11032, 9992, 8910, 9261, 10008, 8849, 8883, 8795, 8789, 8379]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
